"Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years"
"160,48.39254,-89.2377,0,100,5,5,25,0,91,21,100,0,86,25,95,3,90,15,25,-8"
"165,48.4419,-89.2144,10,100,5,5,25,0,52,23,70,32,17,-4,54,0,62,16,8,-7"
"225,48.32558,-89.4683,0,100,0,0,10,0,100,28,83,27,100,41,88,-3,88,4,62,0"
"180,48.4609,-89.2223,0,100,0,0,20,0,67,-6,73,3,67,14,45,-14,41,-18,18,1"
"285,48.37932,-89.2793,5,100,0,5,20,0,74,-1,84,26,68,10,84,10,89,12,58,-4"
"555,48.45083,-89.2856,8,100,6,6,5,0,67,-9,63,-11,42,-28,88,16,86,2,50,-3"
"175,43.15662,-81.8818,0,100,0,0,15,0,77,30,55,31,41,6,65,-6,60,24,30,1"
"130,42.99605,-82.4101,0,100,0,0,20,0,69,-1,77,27,46,1,57,-10,76,18,0,-29"
"175,42.81509,-82.281,0,100,0,0,15,0,30,-18,30,-13,35,2,80,8,96,17,56,28"
"310,43.03063,-82.2631,0,100,0,0,5,0,97,8,90,-1,84,10,98,15,100,14,60,9"
"200,42.84186,-81.871,0,100,0,0,15,0,83,25,83,9,79,16,84,-12,75,-8,41,-7"
"525,43.01014,-82.3634,5,100,0,0,11,1,77,-12,80,-10,64,-10,93,1,93,-1,65,13"
"175,42.88468,-82.4384,0,100,0,0,15,0,59,-1,41,-6,45,-15,86,-3,82,3,32,-7"
"225,42.95877,-82.2697,0,100,0,0,15,0,62,-16,58,-12,54,-7,96,17,96,11,74,44"
"105,42.70801,-82.1211,5,100,0,0,10,0,69,19,50,-10,44,4,87,6,93,-1,53,-3"
"315,42.58557,-82.179,0,100,0,0,20,0,83,1,86,8,60,-12,84,-10,97,0,55,11"
"195,42.95159,-81.8756,0,100,0,0,20,0,100,32,71,24,76,13,55,-23,50,-28,27,1"
"370,43.00288,-82.3744,10,100,5,5,10,0,88,15,90,29,67,16,86,10,79,3,42,-4"
"210,43.04304,-82.1868,5,100,0,0,10,0,100,0,93,-7,80,-20,94,-6,100,0,67,-12"
"220,43.30994,-81.7547,5,100,0,5,10,0,50,-30,35,-35,35,0,65,-5,70,-5,55,5"
"210,42.42034,-82.2156,5,100,0,0,15,0,86,-11,91,-9,64,-19,79,1,79,-13,29,-3"
"155,42.97531,-82.3905,5,100,5,5,25,0,62,-3,29,-18,25,-16,61,18,48,-13,13,-12"
"295,42.33285,-81.9887,5,100,0,0,15,0,68,0,65,2,57,-4,78,-5,84,9,57,4"
"315,42.98221,-82.3719,0,100,0,0,10,0,68,26,68,19,45,32,65,19,70,30,30,13"
"520,42.37852,-82.1814,4,100,0,1,13,1,67,-19,57,-29,50,-18,92,16,84,4,48,4"
"245,42.41883,-82.1915,0,100,5,0,15,0,57,-11,51,-20,35,-21,82,1,75,6,36,-16"
"230,43.0022,-82.3911,5,100,0,0,10,0,92,7,92,12,80,5,88,-8,91,0,38,-49"
"280,43.09193,-81.9969,5,100,0,0,15,0,59,7,65,21,56,-3,57,-16,64,-3,25,-15"
"190,42.85901,-82.1258,0,100,0,0,15,0,86,0,81,4,81,26,76,-14,90,14,38,24"
"230,42.96506,-82.3711,5,100,5,5,20,0,11,-28,6,-28,23,-1,54,35,35,12,8,2"
"125,42.97935,-82.3997,0,100,5,5,15,0,44,0,39,-17,44,5,53,-27,53,-7,7,-13"
"605,42.42688,-82.1815,6,100,1,1,6,0,88,8,84,2,71,-1,81,-7,81,-10,49,-17"
"130,42.24554,-82.2376,10,100,5,0,20,0,72,22,78,28,44,12,79,-1,75,-5,33,-34"
"430,42.96696,-82.3923,0,100,0,0,20,0,62,-5,66,-1,53,-2,64,-3,61,3,13,-18"
"245,42.39633,-82.1714,0,100,0,5,20,0,65,1,62,4,21,-27,82,-4,79,2,24,-10"
"300,42.88493,-82.1532,0,100,0,0,15,0,64,0,48,-13,52,6,71,-3,87,2,34,-4"
"195,42.97161,-82.373,10,100,0,0,10,0,53,14,68,25,42,-8,54,-3,57,26,6,-11"
"125,42.68504,-82.4948,0,100,0,0,20,0,80,-10,30,-55,50,-40,88,5,88,10,56,6"
"465,42.99295,-82.3746,10,100,0,0,10,0,70,3,52,-13,48,-11,72,-7,66,-4,42,0"
"455,42.87714,-82.4458,0,100,0,0,10,0,53,-12,32,-26,36,-11,83,1,83,17,28,-2"
"385,42.409,-82.2101,5,100,0,5,10,0,36,-18,29,-32,29,-10,79,14,77,18,23,4"
"120,42.55589,-81.9765,0,100,0,0,15,0,100,33,85,2,77,27,87,-5,93,8,47,-30"
"260,42.25935,-82.4269,0,100,0,0,10,0,73,-20,85,-10,70,-23,79,1,77,-12,21,-1"
"260,42.39392,-82.1769,0,100,0,0,15,0,72,16,67,-14,46,-5,71,-9,77,-7,17,-7"
"155,42.33085,-81.9933,0,100,0,0,15,0,85,-15,90,-10,60,-27,86,6,89,4,32,-18"
"125,42.10155,-82.4632,0,100,0,0,20,0,75,13,92,30,75,21,90,19,90,14,48,24"
"215,42.39537,-82.1976,10,100,10,10,20,0,38,-14,35,-17,27,-11,41,-9,47,-13,12,-1"
"100,42.63431,-81.8751,10,100,0,0,20,0,100,25,93,-7,64,14,69,-31,56,-34,12,-28"
"270,42.87867,-82.1353,0,100,0,0,15,0,60,-14,73,-7,40,-3,82,-8,85,-12,29,-23"
"640,44.22501,-76.6389,4,99,1,1,19,0,73,-9,51,-25,45,-20,89,14,94,18,41,6"
"275,44.18674,-76.7796,0,100,0,0,15,0,70,8,51,-3,41,3,89,9,82,9,43,26"
"350,44.24897,-76.5943,20,100,5,5,25,0,61,-21,54,-24,50,-14,71,-9,68,-5,47,8"
"390,44.2675,-76.5798,5,100,5,0,20,0,85,1,76,-8,51,-22,78,3,82,7,33,-10"
"220,44.23414,-76.4861,10,100,0,0,20,0,75,-8,65,-18,40,-10,74,14,68,21,37,4"
"105,44.40046,-76.9034,0,100,0,0,20,0,92,30,100,46,75,52,70,-22,50,-19,40,-29"
"245,44.31945,-76.5399,0,95,0,0,15,0,74,-7,81,13,65,6,82,-11,75,-22,32,-27"
"240,44.22331,-76.6562,0,100,0,0,20,0,52,-1,31,-2,28,6,82,21,68,16,36,18"
"160,44.78318,-76.6805,0,100,0,0,25,0,50,-5,35,-29,30,-6,45,-11,41,8,5,-1"
"365,44.40282,-76.6741,0,100,0,0,20,0,83,18,66,-11,55,3,76,4,79,1,48,4"
"620,44.22913,-76.5754,4,100,1,0,13,0,70,-3,71,8,48,-4,89,3,84,7,50,12"
"175,44.25984,-76.4893,10,100,10,10,35,0,76,33,41,-16,35,16,18,-38,5,-26,5,5"
"175,44.36033,-76.335,0,100,5,5,25,0,70,7,20,-38,30,-2,64,-11,55,-5,27,-13"
"390,44.25606,-76.5971,10,100,5,5,20,0,81,-12,72,-21,65,-6,95,-1,93,-5,73,-6"
"400,44.40794,-76.5938,0,100,0,0,20,0,56,7,44,6,42,8,79,13,77,6,40,8"
"400,44.25445,-76.4994,10,100,5,10,35,0,48,32,34,9,25,18,46,1,44,-14,12,2"
"215,44.81607,-77.1857,0,100,0,0,20,0,46,20,35,18,27,18,33,-11,47,19,20,14"
"345,44.27712,-76.7258,0,100,0,0,25,0,58,22,35,-20,32,5,64,6,76,8,17,-17"
"310,44.43314,-76.4836,0,100,0,0,20,0,88,28,76,19,64,11,96,15,96,12,32,-16"
"165,44.48763,-76.6917,5,100,0,0,20,0,60,4,30,-20,50,-6,60,20,60,35,12,2"
"250,44.21652,-76.5688,0,100,0,0,20,0,88,2,69,-14,65,-26,79,-7,69,-17,55,-2"
"235,44.26538,-76.4808,5,100,5,0,50,0,52,-21,19,-31,14,-41,65,4,43,-18,17,-26"
"245,44.30934,-76.987,0,95,0,0,20,0,50,-30,58,-15,42,-18,75,-20,75,-15,35,-13"
"595,44.2387,-76.9369,2,100,0,0,28,0,70,0,56,-19,47,-20,61,-11,61,-11,21,-16"
"215,44.43008,-76.3855,0,100,0,0,20,0,35,-39,41,-29,24,-19,65,-30,43,-48,17,-19"
"120,44.22855,-76.4902,20,100,10,10,20,0,85,-2,85,-2,62,-5,47,-39,58,-21,26,5"
"460,44.24969,-76.9572,0,100,0,0,20,0,45,20,45,10,26,16,71,8,65,12,18,2"
"235,44.24402,-76.5794,0,100,0,0,15,0,77,2,83,-7,60,-15,79,-12,84,-7,26,-31"
"215,44.26855,-76.621,15,95,0,0,20,0,43,-19,21,-41,21,2,65,-10,70,12,25,8"
"430,44.22242,-76.5795,10,100,0,0,20,0,68,3,68,14,60,23,78,-7,76,-3,25,-21"
"245,44.22946,-76.5043,20,100,20,20,10,0,62,-27,24,-62,33,-46,68,-22,71,-19,35,-44"
"185,42.77007,-80.9835,0,100,0,0,10,0,55,13,40,-2,55,22,67,-10,60,-9,27,-19"
"310,43.0053,-81.2182,25,100,35,30,10,0,74,5,74,5,58,23,57,-13,79,18,14,-3"
"205,42.9916,-81.1566,10,95,5,5,15,0,62,8,56,-6,38,-8,69,-16,77,0,23,0"
"230,43.1347,-80.7679,5,100,0,0,15,0,75,-10,50,-27,55,-14,90,-10,95,16,45,-5"
"195,42.9663,-81.2302,20,95,15,20,10,0,62,3,48,-40,52,-13,83,-7,67,-13,44,-6"
"295,42.7937,-81.183,0,100,0,0,15,0,67,19,73,25,52,0,78,11,72,14,25,1"
"295,42.9755,-81.301,20,100,20,20,10,0,74,-13,77,-23,68,-5,90,15,93,14,50,0"
"305,42.95986,-81.6204,0,100,0,0,10,0,42,-27,31,-5,36,-11,55,-16,63,-25,37,-1"
"435,42.91074,-81.4095,0,100,0,0,5,0,78,9,78,0,72,3,84,-5,86,-3,61,-14"
"475,42.93766,-81.2391,5,95,10,10,15,0,79,12,82,15,56,0,58,-8,58,-13,25,7"
"470,42.93111,-81.2352,10,100,0,0,5,0,77,17,48,-6,42,-5,72,-5,79,0,28,-5"
"290,42.9818,-81.1834,10,100,10,10,10,0,46,17,27,3,23,-6,52,-11,50,-3,8,-8"
"725,43.0315,-81.2902,12,100,6,6,7,0,87,12,83,14,82,15,90,12,95,12,71,16"
"250,42.98909,-81.0708,5,95,0,5,10,0,59,5,52,6,59,21,82,-14,86,-6,68,0"
"470,42.94386,-81.2084,10,100,10,10,10,0,48,-16,41,-26,39,-9,67,-1,76,20,46,11"
"250,42.95588,-81.3263,5,100,5,0,10,0,86,-2,91,7,77,11,83,3,88,4,54,-2"
"255,42.94909,-81.2691,20,100,10,10,10,0,67,13,58,4,58,22,95,11,95,16,40,14"
"295,43.0296,-80.8659,0,100,0,0,15,0,85,22,79,16,55,-13,74,-12,74,-1,45,1"
"585,43.0066,-81.321,14,99,7,7,7,0,70,-10,57,-21,48,-15,84,6,86,10,60,6"
"415,43.0351,-81.2361,25,100,15,15,5,0,74,-6,82,-4,56,-9,87,1,89,12,49,-4"
"295,42.9698,-81.2537,15,100,15,20,10,0,72,-3,64,-27,68,-13,70,-20,85,-9,65,30"
"170,42.6053,-81.6022,0,100,0,0,10,0,61,-8,56,-6,50,25,82,17,88,59,76,76"
"305,43.0042,-81.2446,50,100,50,50,15,0,59,-6,59,11,38,-23,42,-46,48,-40,23,-36"
"440,43.1471,-80.7322,5,100,0,0,10,0,90,27,94,9,71,-7,70,-15,76,6,27,-21"
"240,43.17463,-81.3692,0,100,0,0,15,0,78,14,72,-8,83,35,77,-17,77,-12,31,-41"
"370,43.11678,-80.7581,5,100,5,5,20,0,87,13,87,18,64,-5,79,-4,89,11,47,4"
"270,42.97797,-81.3186,20,100,10,5,10,0,85,-10,88,-12,67,-15,86,-4,82,-13,36,-26"
"345,42.9938,-81.1854,0,95,0,5,10,0,76,5,70,13,45,-17,88,14,80,12,44,12"
"210,42.9654,-81.206,10,100,0,0,20,0,55,-13,38,-20,38,-4,90,17,90,17,45,-1"
"320,42.9483,-81.3391,0,100,0,0,0,0,79,-8,67,-20,70,5,85,-8,81,14,67,17"
"245,42.999,-81.2896,40,100,40,35,20,0,64,22,60,2,20,-12,71,-29,79,-4,21,-41"
"205,42.9462,-81.6193,0,100,0,0,10,0,56,15,44,-15,33,1,85,9,80,12,50,-6"
"720,42.76771,-81.1703,1,100,1,1,8,1,58,-2,47,0,46,-11,68,-26,59,-26,30,-20"
"510,42.97827,-81.2335,14,97,7,7,10,0,98,15,89,23,93,10,93,14,93,8,58,4"
"385,43.0237,-81.2643,15,95,5,5,10,0,92,9,88,2,75,-4,98,13,95,4,72,20"
"390,42.96889,-81.3623,10,100,15,10,10,0,71,-14,89,8,61,9,78,-14,74,-18,33,-29"
"565,42.94549,-81.2938,17,100,7,7,9,1,75,-5,85,-4,58,-4,90,10,88,8,54,0"
"280,51.25071,-80.6129,0,100,0,0,10,0,42,11,42,27,21,13,56,42,47,22,6,6"
"265,51.27441,-80.6451,0,100,0,0,10,0,59,33,56,34,30,11,54,-32,50,-45,4,-34"
"235,45.54143,-79.3242,0,100,0,0,20,0,55,12,60,10,30,1,54,-11,42,-8,8,3"
"200,45.28904,-79.813,0,100,0,0,15,0,77,13,86,54,59,-2,100,24,100,45,48,27"
"245,46.07931,-79.3619,0,100,0,5,20,0,81,2,54,-4,46,-12,87,6,78,2,13,-16"
"155,45.39762,-80.0274,0,100,0,0,20,0,68,8,84,64,63,43,71,21,71,21,21,13"
"190,45.41385,-80.0824,0,100,0,0,15,0,80,4,73,20,67,2,71,10,62,18,24,2"
"170,45.83968,-79.3844,0,100,0,0,30,0,89,26,84,21,68,15,87,3,91,12,43,-10"
"260,45.77226,-79.3876,0,100,0,0,20,0,65,3,40,-6,35,-3,80,5,70,-5,33,3"
"250,46.3733,-79.9198,5,100,0,0,15,0,47,-1,30,-8,23,-5,90,22,83,33,24,-3"
"430,43.01956,-79.2705,10,100,0,0,10,0,81,0,72,-17,47,-11,73,-15,63,-18,27,-22"
"145,43.21271,-79.2178,10,100,0,0,15,0,75,-13,69,-6,56,-13,76,-12,71,-21,18,-13"
"470,43.19263,-79.2157,20,100,10,10,10,0,69,-4,67,-17,34,-2,81,6,69,-13,38,-2"
"235,43.07385,-79.0913,30,100,15,15,10,0,95,12,89,6,79,-17,80,-1,70,-14,65,-9"
"415,42.99513,-79.2715,10,100,5,0,15,0,67,-22,79,-8,55,-8,84,0,89,8,43,-1"
"490,43.0751,-79.1371,10,100,5,0,15,0,67,-13,71,-9,34,-21,89,9,87,10,55,-6"
"375,43.12886,-79.1132,10,100,0,0,10,0,83,-10,83,-14,71,-12,94,-3,97,8,42,-39"
"310,43.11643,-79.1061,10,100,0,5,10,0,74,-8,95,1,48,-27,89,-6,94,4,28,-24"
"585,43.20259,-79.5667,8,100,2,3,9,1,89,-1,87,-9,76,-9,93,8,91,0,50,-9"
"640,43.08062,-79.1075,21,100,9,9,10,0,91,10,88,7,72,-12,77,0,88,18,26,-14"
"280,42.9186,-78.917,10,100,5,10,20,0,81,-7,85,-5,58,16,80,-1,78,-8,41,-15"
"285,43.0546,-79.0527,10,100,0,5,25,0,54,-25,58,-24,42,-32,76,9,83,32,34,-2"
"385,43.0463,-79.2815,0,100,0,0,10,0,86,4,89,3,75,-14,90,-2,93,-1,71,2"
"360,43.1811,-79.2285,20,100,15,15,20,0,82,-2,85,-6,73,4,71,-21,79,-10,44,-10"
"230,42.99236,-79.2277,10,100,5,0,20,0,74,7,74,-7,42,-15,90,23,80,9,75,13"
"330,43.1943,-79.2811,10,100,10,5,10,0,91,2,82,-7,73,-16,92,8,84,-6,49,-12"
"125,43.02342,-79.3655,0,100,0,5,10,0,100,8,100,8,79,-6,83,44,78,22,61,28"
"400,43.14034,-79.2565,10,100,0,0,20,0,53,-33,67,-31,47,-22,83,-9,83,-12,57,-7"
"145,42.97,-79.2646,0,100,0,5,10,0,40,-3,20,-16,25,4,50,15,81,38,19,15"
"165,43.15418,-79.2051,20,100,10,10,20,0,62,-12,50,-28,50,-6,69,31,69,38,12,-19"
"280,43.17276,-79.2497,20,100,10,10,20,0,60,4,47,-25,80,36,88,-12,76,-24,56,0"
"140,43.12224,-79.0984,10,100,0,5,20,0,87,13,80,-3,73,25,69,-13,77,-5,38,-7"
"205,42.8746,-79.0567,5,100,0,0,20,0,67,-19,78,-1,50,-14,95,-5,95,1,73,-2"
"220,43.20364,-79.2434,10,95,0,0,10,0,77,-14,68,-23,68,0,94,-3,97,7,75,2"
"200,42.8977,-79.2636,0,100,0,5,20,0,41,-2,41,-26,32,-6,56,-10,70,1,37,-15"
"390,43.18052,-79.5097,5,95,0,0,10,0,85,6,79,-14,59,-11,87,12,91,10,50,-6"
"465,43.09342,-79.1325,10,100,5,0,15,0,91,14,80,-7,83,8,84,-2,82,-2,41,15"
"235,43.19222,-79.5576,0,100,5,5,15,0,71,-25,67,-29,46,-31,93,0,100,14,78,6"
"325,43.0017,-79.2485,10,100,5,0,10,0,65,-3,65,-3,47,-14,67,-15,80,2,33,-22"
"585,43.1578,-79.4799,7,99,1,1,13,0,84,14,71,1,71,3,84,1,84,9,67,12"
"455,43.0993,-79.5506,0,100,0,0,10,0,84,7,75,-6,61,-11,56,-24,62,-13,24,0"
"195,43.10479,-79.0898,20,100,5,5,25,0,74,-2,63,-23,26,-36,82,-3,76,-9,59,-3"
"160,42.98053,-79.2457,5,100,5,0,30,0,47,-53,40,-32,13,-87,59,-5,73,9,23,-1"
"265,43.2098,-79.1364,5,100,5,5,10,0,93,-7,100,4,86,-3,100,3,100,6,73,-12"
"180,43.16371,-79.2419,10,100,10,10,20,0,75,10,55,-3,85,39,60,-15,67,-16,27,-23"
"155,43.10678,-79.0739,10,95,5,5,30,0,74,3,74,3,32,-26,91,-9,82,-18,55,-10"
"145,42.8859,-79.2709,0,100,0,0,15,0,65,12,59,-6,41,12,96,7,96,7,68,36"
"250,43.1295,-79.2476,10,100,5,5,10,0,84,7,76,-14,76,-1,90,12,80,-3,30,-18"
"225,42.89574,-78.9652,0,100,0,0,25,0,82,4,61,-13,57,-8,95,5,95,5,48,3"
"225,43.1628,-79.2769,10,95,0,0,20,0,83,9,52,-25,43,-15,70,-19,61,-28,39,-20"
"195,43.14348,-79.207,5,100,5,5,15,0,88,15,88,1,50,-10,78,-10,78,3,43,5"
"155,42.89232,-79.2286,0,100,0,0,25,0,79,23,47,-14,16,-17,81,-15,69,-6,19,7"
"195,43.11512,-79.1371,10,100,5,5,20,0,100,19,94,1,76,-9,97,12,97,8,62,-1"
"200,46.32288,-79.4161,0,95,0,5,25,0,43,-46,39,-45,57,-11,74,-7,68,1,47,9"
"165,46.28062,-79.4431,0,100,0,5,30,0,69,-11,85,5,62,-13,88,35,88,35,38,38"
"190,46.37035,-79.9143,0,100,0,0,40,0,92,49,80,45,76,46,77,23,82,32,18,3"
"185,46.32431,-79.4606,0,100,0,0,30,0,81,3,94,5,62,12,74,-8,71,-2,32,-1"
"360,46.23586,-79.3746,0,100,0,5,10,0,57,-7,61,4,43,-3,81,2,84,10,31,-3"
"300,46.30562,-79.4552,0,100,0,0,20,0,55,-6,48,-4,64,-32,94,0,89,1,72,13"
"210,47.50175,-79.6937,5,100,0,0,20,0,62,-18,62,-5,48,-22,79,0,76,1,41,-9"
"155,49.42272,-82.4228,5,90,0,0,10,0,76,16,59,-1,41,-29,48,-23,59,0,21,3"
"330,50.09975,-91.9266,0,100,5,0,20,0,65,12,37,-28,50,-3,79,25,74,20,53,38"
"390,49.77457,-92.8279,0,100,0,0,25,0,69,-7,71,-7,52,-10,84,-1,76,-9,68,0"
"450,45.2625,-75.9332,5,100,5,5,15,0,83,5,80,2,72,2,88,-10,84,-9,42,-6"
"475,45.38362,-75.6649,20,100,10,5,10,0,77,7,62,0,52,-5,90,12,79,8,38,3"
"295,45.35084,-75.6238,70,95,35,40,20,0,55,10,55,18,10,-27,69,-2,64,-4,33,1"
"820,45.38291,-75.7581,9,99,5,5,13,4,85,-1,69,-19,64,-10,94,5,91,4,71,-6"
"615,45.21632,-75.5177,3,100,0,0,8,0,91,7,73,-20,73,5,95,1,88,-4,49,-8"
"275,45.36509,-75.7696,40,100,20,20,20,0,87,13,73,5,57,4,64,-31,62,-16,38,-8"
"340,45.46714,-75.4986,30,100,5,10,20,0,73,31,61,33,53,15,95,19,88,21,32,5"
"245,45.48117,-75.4874,5,100,5,5,20,0,88,16,86,6,61,1,85,-4,75,-7,52,10"
"170,45.39226,-75.6201,50,100,30,35,25,0,41,6,9,-6,18,13,44,3,36,1,12,-17"
"260,45.46028,-75.5121,15,100,5,5,15,0,79,-5,84,5,74,27,80,-8,72,-7,40,-11"
"220,45.42165,-75.4167,0,100,0,0,20,0,38,-7,31,-17,45,18,58,-11,48,-14,15,1"
"710,45.39347,-75.6839,6,98,5,5,10,0,91,-5,90,-3,87,0,93,0,88,-5,63,-11"
"445,45.34601,-76.0309,5,100,0,0,20,0,84,-7,89,3,80,17,90,5,94,33,55,5"
"460,45.35371,-75.9417,40,100,10,10,20,0,86,-3,74,-19,78,15,86,-12,92,-7,66,-4"
"575,45.15277,-75.6506,3,99,1,0,14,0,81,8,62,9,56,1,86,-1,79,4,37,-5"
"390,45.47088,-75.4614,15,95,5,5,15,0,79,3,81,9,65,15,86,-5,86,11,49,13"
"205,45.23351,-75.4708,0,100,0,0,30,0,59,-4,32,-38,41,-18,71,-11,71,-11,21,-11"
"300,45.34393,-75.785,55,100,25,20,20,0,68,23,65,17,47,24,62,6,64,8,33,29"
"225,45.43813,-75.6443,40,100,10,10,40,0,58,25,53,23,32,17,61,-8,61,9,11,-3"
"430,45.36586,-75.628,50,95,10,10,20,0,62,-5,50,-10,37,-13,67,-3,67,5,18,-20"
"400,45.34937,-75.6334,55,100,20,25,5,0,52,-6,41,-20,43,8,62,5,62,10,34,5"
"645,45.28168,-75.6857,16,99,4,5,11,0,90,4,74,-5,67,-5,95,0,93,5,63,-4"
"490,45.4361,-76.1154,0,100,0,0,15,0,91,16,88,6,68,7,88,5,84,0,58,6"
"375,45.450524,-75.463679,25,95,0,0,15,0,75,24,64,15,59,17,88,-4,88,11,72,22"
"315,45.47945,-75.4737,20,95,0,0,25,0,80,4,80,4,72,11,79,-9,72,-10,47,-11"
"485,45.40067,-75.6362,30,95,10,15,15,10,80,1,74,-2,74,1,79,-3,79,-3,56,-4"
"370,45.29911,-75.8578,20,100,5,5,15,0,90,12,73,5,75,22,79,-15,74,-18,55,-14"
"490,45.37425,-75.7724,10,100,0,0,15,0,88,0,74,-23,80,-8,95,0,96,14,67,7"
"130,45.43209,-75.683,45,95,20,20,25,0,46,1,31,-14,23,5,31,-44,77,2,31,-44"
"625,43.70074,-79.8744,51,100,5,5,15,0,54,-18,57,-15,40,-17,81,-11,90,2,38,3"
"925,43.67808,-79.8321,51,99,13,13,8,0,82,12,72,-3,61,-1,81,-1,78,3,47,3"
"560,43.79096,-79.6698,69,100,7,7,14,0,81,13,69,-3,63,7,91,7,94,8,78,4"
"315,43.87111,-79.9833,10,95,0,0,25,0,91,16,78,-5,81,14,83,12,79,6,21,-16"
"270,43.86339,-79.8618,10,100,0,5,10,10,90,17,80,11,65,7,95,-5,89,-11,43,-37"
"885,43.79457,-79.6712,58,100,6,6,8,0,82,11,71,-2,57,6,88,8,95,7,51,24"
"590,43.78995,-79.6881,67,100,10,10,10,0,84,0,80,1,81,5,95,7,95,5,76,10"
"980,43.65599,-79.7786,64,100,7,8,13,0,87,2,89,4,79,1,88,0,92,4,52,-6"
"605,43.7585,-79.7815,70,100,6,6,13,0,54,-30,60,-19,54,1,81,4,83,10,44,-2"
"1065,43.69475,-79.8515,54,100,8,9,8,0,66,-7,61,-12,57,5,80,-1,81,0,29,-17"
"545,43.77396,-79.7417,71,100,9,9,9,0,74,-18,83,-5,74,-6,86,0,86,8,46,11"
"875,43.63425,-79.7812,51,100,7,7,13,0,84,8,71,-2,70,3,86,-3,89,-4,60,-4"
"270,43.56359,-79.6591,70,100,30,30,10,0,74,-2,85,5,71,-2,89,-2,91,-5,79,21"
"745,43.76777,-79.7245,65,100,8,8,11,0,80,2,68,-10,50,0,84,-1,95,10,54,12"
"880,43.73675,-79.7682,70,100,14,14,12,0,75,-7,70,-12,70,0,87,-2,92,1,75,1"
"215,43.55771,-79.6349,30,100,10,10,10,5,86,16,79,4,93,43,93,7,89,3,70,11"
"705,43.78702,-79.8621,34,99,1,1,16,0,84,7,71,2,54,1,93,3,90,3,59,10"
"565,43.50891,-79.6465,29,100,9,10,29,0,71,8,50,-8,60,20,59,-20,60,-16,17,-12"
"300,43.64129,-79.8095,50,100,10,10,10,0,78,-22,70,-16,65,-21,70,14,80,36,53,31"
"800,43.65992,-79.8033,43,99,5,6,13,3,86,-6,86,-1,66,-14,93,0,93,4,59,11"
"260,43.77783,-79.7887,60,100,10,10,15,0,78,-5,72,-18,65,-15,96,6,94,-2,55,-12"
"200,43.55699,-79.5974,5,100,5,5,15,0,88,-8,75,-18,71,-18,90,-10,90,-10,50,-30"
"930,43.66365,-79.8116,64,100,13,14,9,2,71,-6,69,-8,60,-10,87,8,92,8,55,3"
"305,43.85567,-79.7872,60,100,0,0,20,0,53,7,53,18,18,-20,97,6,95,6,80,5"
"820,43.67208,-79.7929,62,100,6,6,8,1,83,21,83,14,64,14,85,1,90,5,51,4"
"475,43.67738,-79.8211,45,100,15,15,10,0,77,3,66,-6,52,-2,71,-23,69,-22,18,-31"
"955,43.79112,-79.7464,58,100,6,5,7,0,83,-5,81,0,71,2,89,-4,93,4,62,-8"
"600,43.77184,-79.7437,63,100,8,8,15,0,66,-16,64,-24,43,-29,86,10,91,23,63,33"
"445,43.94734,-79.833,20,100,0,0,20,0,86,2,86,0,68,-12,82,-9,79,-8,51,-27"
"505,43.56159,-79.662,64,100,29,30,16,0,76,7,61,8,66,13,74,8,74,16,46,14"
"290,43.55019,-79.5903,30,100,10,10,20,0,62,-14,35,-36,31,-7,42,-30,32,-32,5,-23"
"660,43.76392,-79.7352,71,99,11,11,11,0,67,-8,63,-14,48,-20,81,0,86,3,45,-4"
"705,43.64046,-79.7557,74,100,9,9,9,0,76,-4,71,4,58,1,89,-3,88,7,46,-3"
"925,43.7505,-79.7842,61,100,5,6,10,0,82,-7,75,-15,71,-4,78,-13,84,-7,43,-6"
"575,43.77533,-79.7513,70,100,9,9,10,0,80,-2,78,0,58,-21,84,-11,90,5,47,14"
"770,43.79582,-79.6757,60,100,9,9,10,2,81,5,71,-9,61,-16,89,2,89,10,62,7"
"345,43.68909,-79.7485,25,100,10,10,25,0,46,-2,54,15,12,-7,45,5,64,19,30,10"
"960,43.75554,-79.826,41,100,2,2,15,0,83,4,81,5,69,-4,92,3,98,9,54,-6"
"830,43.66607,-79.7947,68,99,13,13,9,0,85,8,76,-7,76,-1,96,13,93,12,70,9"
"345,43.54706,-79.6127,15,95,5,0,20,5,89,2,93,10,85,8,90,-5,93,-2,61,-8"
"655,43.78164,-79.6694,63,100,12,11,7,0,70,-11,58,-22,54,-9,83,-1,89,1,53,-1"
